Energy	Mean_S	RMS_S	MeanErr_S	RMSErr_S	Mean_C	RMS_C	MeanErr_C	RMSErr_C	Mean_Comb	RMS_Comb	MeanErr_Comb	RMSErr_Comb
10	9.939570618385734	0.7644521856560538	0.009738787415367612	0.00862233663840245	10.011999767763147	0.9514934794683698	0.012850196102623867	0.010663773900192242	10.001165968838245	0.6145587952230464	0.00765242519550773	0.0066071708543090635
20	19.97125273920018	1.136586923143807	0.012972371740211593	0.01136637663652773	20.038578262817637	1.338035961759187	0.016179126227833105	0.013332266683902416	20.041172081356297	0.8740137500044823	0.010222001111788058	0.008589984335766965
30	30.006545247068203	1.4465123523618513	0.017841626252210776	0.015318626034882987	30.02350767019832	1.707813410254616	0.020528394594999624	0.0174281006364434	30.05011148931644	1.1297892780710432	0.013713212225444254	0.011460165406116163
40	40.02430820998326	1.7386096240149278	0.023089528796261603	0.019917246848693004	40.055895524206655	2.008751807063046	0.02559633268849904	0.020788659150438815	40.078639888962094	1.36354149834837	0.018430345301198654	0.016037374700316964
60	60.05062475942883	2.2201196624109616	0.03126049240117908	0.02664907280853246	60.137153011405275	2.6440993085242215	0.0390307009238871	0.029843159218355675	60.130228475957104	1.7969408495916086	0.023619172558043133	0.020271838913690554
80	80.09209339390799	2.723606493232826	0.035596687965178606	0.031310223666160875	80.14596631987375	3.1188733865736125	0.046473306247445445	0.03584247209438174	80.16325190571095	2.0918680492639514	0.02781112840491394	0.023951808980119393
100	100.15134742062767	3.203585977853264	0.024848157912852054	0.021265378189997186	100.27441494431272	3.7199595524891893	0.029587451601892356	0.021470438450113205	100.27235080633965	2.5058166632263124	0.01784274373969993	0.015587305156253395
120	120.05532227013063	3.42334342963298	0.13788215762722505	0.1235463752834538	120.15050758161443	4.199243046185231	0.17304604315544558	0.14227041135297425	120.01881720979438	2.897999702438277	0.11226499193046507	0.1072506628808283
